Durete;% solutions;temps moyen (s)
0.35294117647058826;0.0%;3.06027028
0.34256055363321797;0.0%;5.6034987
0.33217993079584773;10.0%;14.75991322
0.3217993079584775;100.0%;10.350766114285715
0.31141868512110726;100.0%;2.68969524
0.30103806228373703;100.0%;0.43656066
